TransactionID,OrderID,Amount,Date,Type,DiscountApplied,DiscountID
330142,922132,1074.9281639999997,2022-11-02,Refund,True,341670.0
237748,615279,3300.72,2022-11-05,Refund,False,
334513,762420,2788.54,2023-06-27,Sale,False,
813098,561016,3586.78,2023-06-14,Sale,False,
585857,653919,1643.35,2022-09-30,Sale,False,
116919,979578,3031.16,2023-02-04,Refund,False,
113598,671829,2241.35,2023-06-28,Sale,False,
477567,362065,1533.413791,2022-04-18,Sale,True,482024.0
470206,899412,3248.01,2022-10-09,Refund,False,
231424,432755,3906.67,2023-08-21,Refund,False,
687053,953264,191.13803800000002,2022-01-09,Refund,True,967503.0
706396,348387,2920.33,2023-07-25,Sale,False,
118322,381851,4198.1,2023-01-27,Refund,False,
717622,969578,2620.23,2023-08-25,Refund,False,
959919,50961,4205.73,2022-08-07,Sale,False,
191677,732364,2519.174304,2022-06-30,Refund,True,271582.0
293556,448919,3461.466824,2023-03-17,Sale,True,39567.0
22566,514853,1320.99656,2023-04-22,Sale,True,673065.0
945594,157916,1771.41,2023-07-06,Refund,False,
306336,980181,4690.44,2022-03-23,Sale,False,
697071,886927,2219.6558360000004,2022-12-22,Refund,True,900443.0
406672,243531,3828.08,2023-02-08,Refund,False,
564077,560914,2358.013817,2023-07-09,Refund,True,900443.0
481688,600316,4220.57902,2022-02-19,Sale,True,379177.0
158973,558718,1985.49,2022-01-28,Sale,False,
602990,861601,4433.66,2022-07-07,Refund,False,
66380,833069,1524.677576,2022-12-28,Refund,True,39567.0
827377,706325,3468.694768,2022-02-02,Refund,True,228299.0
409537,857424,3036.55558,2023-04-08,Refund,True,908394.0
400118,164754,2224.10864,2023-01-12,Refund,True,673065.0
298551,545683,3331.1724139999997,2022-02-17,Refund,True,45654.0
781035,642314,2278.0,2023-08-12,Refund,False,
369449,539243,3106.61,2022-02-07,Refund,False,
812974,749492,839.46132,2023-04-29,Refund,True,132947.0
392844,796954,167.89,2022-06-16,Refund,False,
250657,903831,1871.332242,2022-07-16,Sale,True,450061.0
114050,764528,437.7,2023-08-24,Refund,False,
430463,523101,4637.2,2023-05-10,Refund,False,
18091,373670,2525.7399840000003,2022-12-09,Refund,True,710931.0
93829,714150,1802.14,2023-09-22,Sale,False,
576659,434578,4069.96,2023-08-12,Sale,False,
139551,791432,139.386501,2022-08-01,Refund,True,339428.0
451686,284012,3918.3865200000005,2023-10-25,Refund,True,138449.0
996948,515456,1806.254768,2021-11-16,Refund,True,39567.0
56373,905219,1354.6644769999998,2023-06-23,Sale,True,37255.0
434370,458053,4240.439276,2022-11-30,Refund,True,66755.0
541129,607849,1808.59,2023-10-11,Sale,False,
383276,702313,2671.4197950000002,2022-10-29,Sale,True,616107.0
594721,499520,4421.21,2022-02-23,Refund,False,
623132,391347,1730.0485720000001,2022-07-10,Refund,True,482024.0
491984,232128,1564.476379,2022-04-15,Refund,True,359733.0
